"NYC_extract.DBA";"NYC_extract.TripAdvisor.URL";"NYC_extract.INSPECTION.DATE";"NYC_extract.VIOLATION.DESCRIPTION";"NYC_extract.SCORE";"NYC_extract.GRADE"
"58932";"J'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4432818-Reviews-J_s_Pizza-New_York_City_New_York.html";"08/07/2018";"Evidence of mice or live mice present in facility's food and/or non-food areas.";19;""
"59037";"NUMERO 28 PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d1984386-Reviews-Numero_28_Pizzeria_Napoletana-New_York_City_New_York.html";"08/07/2018";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";48;""
"59155";"NUMERO 28 PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d1984386-Reviews-Numero_28_Pizzeria_Napoletana-New_York_City_New_York.html";"08/07/2018";"Evidence of mice or live mice present in facility's food and/or non-food areas.";48;""
"59167";"SLICED BY HARLEM PIZZA CO.";"https://www.tripadvisor.com/Restaurant_Review-g60763-d15173020-Reviews-Sliced_by_Harlem_Pizza_Co-New_York_City_New_York.html";"08/07/2018";"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.";13;"A"
"59191";"NUMERO 28 PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d1984386-Reviews-Numero_28_Pizzeria_Napoletana-New_York_City_New_York.html";"08/07/2018";"Live roaches present in facility's food and/or non-food areas.";48;""
"59353";"NUMERO 28 PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d1984386-Reviews-Numero_28_Pizzeria_Napoletana-New_York_City_New_York.html";"08/07/2018";"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.";48;""
"59395";"NUMERO 28 PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d1984386-Reviews-Numero_28_Pizzeria_Napoletana-New_York_City_New_York.html";"08/07/2018";"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.";48;""
"59417";"NUMERO 28 PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d1984386-Reviews-Numero_28_Pizzeria_Napoletana-New_York_City_New_York.html";"08/07/2018";"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.";48;""
"59478";"RIVOLI PIZZA RESTAURANT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4811705-Reviews-Rivoli_Pizza-New_York_City_New_York.html";"09/07/2018";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";10;"A"
"59483";"MAMA'S PIZZA CAFE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d5065362-Reviews-Mama_s_Pizza-New_York_City_New_York.html";"09/07/2018";"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.";22;""
"59555";"MAMA'S PIZZA CAFE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d5065362-Reviews-Mama_s_Pizza-New_York_City_New_York.html";"09/07/2018";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";22;""
"59629";"UNDERGROUND PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d3734926-Reviews-Underground_Pizza-New_York_City_New_York.html";"09/07/2018";"Hot food item not held at or above 140Âº F.";12;"A"
"59689";"UNDERGROUND PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d3734926-Reviews-Underground_Pizza-New_York_City_New_York.html";"09/07/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";12;"A"
"60098";"SAUCE PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d13796659-Reviews-Sauce_Pizzeria-New_York_City_New_York.html";"11/07/2018";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";9;"A"
"60199";"PRONTO PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d3191946-Reviews-Pronto_Pizza-New_York_City_New_York.html";"11/07/2018";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";50;""
"60264";"PRONTO PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d3191946-Reviews-Pronto_Pizza-New_York_City_New_York.html";"11/07/2018";"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.";50;""
"60277";"PRONTO PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d3191946-Reviews-Pronto_Pizza-New_York_City_New_York.html";"11/07/2018";"Live roaches present in facility's food and/or non-food areas.";50;""
"60278";"NEW TIMES SQUARE PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d19667382-Reviews-New_Times_Square_Pizza-New_York_City_New_York.html";"11/07/2018";"Hot food item not held at or above 140Âº F.";12;"A"
"60306";"SFILA PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d14783977-Reviews-Sfila_Pizza-New_York_City_New_York.html";"11/07/2018";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";7;"A"
"60361";"PRONTO PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d3191946-Reviews-Pronto_Pizza-New_York_City_New_York.html";"11/07/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";50;""
"60423";"NEW TIMES SQUARE PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d19667382-Reviews-New_Times_Square_Pizza-New_York_City_New_York.html";"11/07/2018";"Thawing procedures improper.";12;"A"
"60472";"4 CHARLES RIB PRIME RIB";"https://www.tripadvisor.com/Restaurant_Review-g60763-d10694759-Reviews-4_Charles_Prime_Rib-New_York_City_New_York.html";"11/07/2018";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";12;"A"
"60506";"PRONTO PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d3191946-Reviews-Pronto_Pizza-New_York_City_New_York.html";"11/07/2018";"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.";50;""
"60507";"PRONTO PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d3191946-Reviews-Pronto_Pizza-New_York_City_New_York.html";"11/07/2018";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";50;""
"60517";"SFILA PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d14783977-Reviews-Sfila_Pizza-New_York_City_New_York.html";"11/07/2018";"Single service item reused, improperly stored, dispensed; not used when required.";7;"A"
"60530";"FAMOUS FAMIGLIA PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d5494562-Reviews-Famous_Famiglia-New_York_City_New_York.html";"12/07/2018";"Thawing procedures improper.";11;"A"
"60649";"FAMOUS FAMIGLIA PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d5494562-Reviews-Famous_Famiglia-New_York_City_New_York.html";"12/07/2018";"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.";11;"A"
"60673";"WILLIAMSBURG PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d12722586-Reviews-Williamsburg_Pizza-New_York_City_New_York.html";"12/07/2018";"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.";21;""
"60688";"WILLIAMSBURG PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d12722586-Reviews-Williamsburg_Pizza-New_York_City_New_York.html";"12/07/2018";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";21;""
"60754";"FAMOUS FAMIGLIA PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d5494562-Reviews-Famous_Famiglia-New_York_City_New_York.html";"12/07/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";11;"A"
"60831";"CHAMPION PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d8284977-Reviews-Champion_Pizza_Ludlow-New_York_City_New_York.html";"12/07/2018";"Accurate thermometer not provided in refrigerated or hot holding equipment.";15;""
"60840";"WILLIAMSBURG PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d12722586-Reviews-Williamsburg_Pizza-New_York_City_New_York.html";"12/07/2018";"Food Protection Certificate not held by supervisor of food operations.";21;""
"60875";"CHAMPION PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d8284977-Reviews-Champion_Pizza_Ludlow-New_York_City_New_York.html";"12/07/2018";"Hot food item not held at or above 140Âº F.";15;""
"60881";"CHAMPION PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d8284977-Reviews-Champion_Pizza_Ludlow-New_York_City_New_York.html";"12/07/2018";"Food contact surface not properly maintained.";15;""
"60913";"BOBBY VAN'S GRILL";"https://www.tripadvisor.com/Restaurant_Review-g60763-d1998270-Reviews-BV_s_Burger-New_York_City_New_York.html";"01/08/2018";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";21;""
"60933";"BOBBY VAN'S GRILL";"https://www.tripadvisor.com/Restaurant_Review-g60763-d1998270-Reviews-BV_s_Burger-New_York_City_New_York.html";"01/08/2018";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";21;""
"61023";"PATSY'S PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4609847-Reviews-Patsy_s_Pizzeria-New_York_City_New_York.html";"01/08/2018";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";40;""
"61083";"BOBBY VAN'S GRILL";"https://www.tripadvisor.com/Restaurant_Review-g60763-d1998270-Reviews-BV_s_Burger-New_York_City_New_York.html";"01/08/2018";"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.";21;""
"61202";"LITTLE ITALY PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d12451629-Reviews-Little_Italy_Pizza-New_York_City_New_York.html";"01/08/2018";"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.";12;"A"
"61217";"PATSY'S PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4609847-Reviews-Patsy_s_Pizzeria-New_York_City_New_York.html";"01/08/2018";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";40;""
"61312";"PATSY'S PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4609847-Reviews-Patsy_s_Pizzeria-New_York_City_New_York.html";"01/08/2018";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";40;""
"61421";"BOBBY VAN'S GRILL";"https://www.tripadvisor.com/Restaurant_Review-g60763-d1998270-Reviews-BV_s_Burger-New_York_City_New_York.html";"01/08/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";21;""
"61457";"PATSY'S PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4609847-Reviews-Patsy_s_Pizzeria-New_York_City_New_York.html";"01/08/2018";"Evidence of mice or live mice present in facility's food and/or non-food areas.";40;""
"61522";"LITTLE ITALY PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d12451629-Reviews-Little_Italy_Pizza-New_York_City_New_York.html";"01/08/2018";"Hot food item not held at or above 140Âº F.";12;"A"
"61532";"GINA LA FORNARINA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d7216435-Reviews-Gina_la_Fornarina-New_York_City_New_York.html";"02/08/2018";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";9;"A"
"61549";"A SLICE OF NEW YORK";"https://www.tripadvisor.com/Restaurant_Review-g60763-d1459433-Reviews-A_Slice_of_New_York-New_York_City_New_York.html";"02/08/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";4;"A"
"61557";"GINA LA FORNARINA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d7216435-Reviews-Gina_la_Fornarina-New_York_City_New_York.html";"02/08/2018";"Thawing procedures improper.";9;"A"
"61896";"GINA LA FORNARINA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d7216435-Reviews-Gina_la_Fornarina-New_York_City_New_York.html";"02/08/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";9;"A"
"61959";"GINA LA FORNARINA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d7216435-Reviews-Gina_la_Fornarina-New_York_City_New_York.html";"02/08/2018";"Single service item reused, improperly stored, dispensed; not used when required.";9;"A"
"61971";"SOLO PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d2462487-Reviews-Solo_Pizza_NYC-New_York_City_New_York.html";"03/08/2018";"Wiping cloths soiled or not stored in sanitizing solution.";21;""
"62045";"SOLO PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d2462487-Reviews-Solo_Pizza_NYC-New_York_City_New_York.html";"03/08/2018";"Hot food item not held at or above 140Âº F.";21;""
"62061";"ABITINO'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d19335210-Reviews-Abitino_s_Pizzeria-New_York_City_New_York.html";"03/08/2018";"Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.";22;""
"62100";"FAMOUS ORIGINAL RAY'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d3716955-Reviews-Famous_Original_Ray_s_Pizza-New_York_City_New_York.html";"03/08/2018";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";9;"A"
"62111";"SOLO PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d2462487-Reviews-Solo_Pizza_NYC-New_York_City_New_York.html";"03/08/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";21;""
"62217";"FAMOUS ORIGINAL RAY'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d3716955-Reviews-Famous_Original_Ray_s_Pizza-New_York_City_New_York.html";"03/08/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";9;"A"
"62324";"SOLO PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d2462487-Reviews-Solo_Pizza_NYC-New_York_City_New_York.html";"03/08/2018";"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.";21;""
"62347";"PAPI'S PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d10403240-Reviews-Papi_s_Pizza-New_York_City_New_York.html";"03/08/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";4;"A"
"62356";"FAMOUS ORIGINAL RAY'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d3716955-Reviews-Famous_Original_Ray_s_Pizza-New_York_City_New_York.html";"03/08/2018";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";9;"A"
"62362";"ABITINO'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d19335210-Reviews-Abitino_s_Pizzeria-New_York_City_New_York.html";"03/08/2018";"Food Protection Certificate not held by supervisor of food operations.";22;""
"62398";"ABITINO'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d19335210-Reviews-Abitino_s_Pizzeria-New_York_City_New_York.html";"03/08/2018";"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.";22;""
"62426";"ARTICHOKE BASILLE'S PIZZA & BAR";"https://www.tripadvisor.com/Restaurant_Review-g60763-d7715977-Reviews-Artichoke_Basille_s_Pizza-New_York_City_New_York.html";"06/08/2018";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";34;""
"62429";"CUT BY WOLFGANG PUCK";"https://www.tripadvisor.com/Restaurant_Review-g60763-d11678193-Reviews-Cut_by_Wolfgang_Puck-New_York_City_New_York.html";"06/08/2018";"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.";23;""
"62473";"CUT BY WOLFGANG PUCK";"https://www.tripadvisor.com/Restaurant_Review-g60763-d11678193-Reviews-Cut_by_Wolfgang_Puck-New_York_City_New_York.html";"06/08/2018";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";23;""
"62485";"CUT BY WOLFGANG PUCK";"https://www.tripadvisor.com/Restaurant_Review-g60763-d11678193-Reviews-Cut_by_Wolfgang_Puck-New_York_City_New_York.html";"06/08/2018";"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.";23;""
"62529";"ARTICHOKE BASILLE'S PIZZA & BAR";"https://www.tripadvisor.com/Restaurant_Review-g60763-d7715977-Reviews-Artichoke_Basille_s_Pizza-New_York_City_New_York.html";"06/08/2018";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";34;""
"62537";"ARTICHOKE BASILLE'S PIZZA & BAR";"https://www.tripadvisor.com/Restaurant_Review-g60763-d7715977-Reviews-Artichoke_Basille_s_Pizza-New_York_City_New_York.html";"06/08/2018";"Evidence of mice or live mice present in facility's food and/or non-food areas.";34;""
"62593";"ARTICHOKE BASILLE'S PIZZA & BAR";"https://www.tripadvisor.com/Restaurant_Review-g60763-d7715977-Reviews-Artichoke_Basille_s_Pizza-New_York_City_New_York.html";"06/08/2018";"Food Protection Certificate not held by supervisor of food operations.";34;""
"62685";"CUT BY WOLFGANG PUCK";"https://www.tripadvisor.com/Restaurant_Review-g60763-d11678193-Reviews-Cut_by_Wolfgang_Puck-New_York_City_New_York.html";"06/08/2018";"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.";23;""
"62706";"ARTICHOKE BASILLE'S PIZZA & BAR";"https://www.tripadvisor.com/Restaurant_Review-g60763-d7715977-Reviews-Artichoke_Basille_s_Pizza-New_York_City_New_York.html";"06/08/2018";"Hot food item not held at or above 140Âº F.";34;""
"62724";"PEPO'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d15171260-Reviews-Pepo_s_Pizza-New_York_City_New_York.html";"06/08/2018";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";5;"A"
"62805";"FRANK'S TRATTORIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d533219-Reviews-Frank_s_Trattoria-New_York_City_New_York.html";"08/08/2018";"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.";38;""
"62867";"FRANK'S TRATTORIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d533219-Reviews-Frank_s_Trattoria-New_York_City_New_York.html";"08/08/2018";"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.";38;""
"62923";"FRANK'S TRATTORIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d533219-Reviews-Frank_s_Trattoria-New_York_City_New_York.html";"08/08/2018";"Food contact surface not properly maintained.";38;""
"62926";"FRANK'S TRATTORIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d533219-Reviews-Frank_s_Trattoria-New_York_City_New_York.html";"08/08/2018";"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.";38;""
"63010";"LEXINGTON PIZZA PARLOR";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4420772-Reviews-Lexington_pizza_parlor-New_York_City_New_York.html";"08/08/2018";"Hot food item not held at or above 140Âº F.";25;""
"63019";"LEXINGTON PIZZA PARLOR";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4420772-Reviews-Lexington_pizza_parlor-New_York_City_New_York.html";"08/08/2018";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";25;""
"63023";"FRANK'S TRATTORIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d533219-Reviews-Frank_s_Trattoria-New_York_City_New_York.html";"08/08/2018";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";38;""
"63197";"LEXINGTON PIZZA PARLOR";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4420772-Reviews-Lexington_pizza_parlor-New_York_City_New_York.html";"08/08/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";25;""
"63350";"FRANK'S TRATTORIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d533219-Reviews-Frank_s_Trattoria-New_York_City_New_York.html";"08/08/2018";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";38;""
"63354";"LEXINGTON PIZZA PARLOR";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4420772-Reviews-Lexington_pizza_parlor-New_York_City_New_York.html";"08/08/2018";"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.";25;""
"63376";"FRANK'S TRATTORIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d533219-Reviews-Frank_s_Trattoria-New_York_City_New_York.html";"08/08/2018";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";38;""
"63425";"PATZERIA'S PERFECT PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d778986-Reviews-Patzeria_Perfect_Pizza-New_York_City_New_York.html";"11/08/2018";"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.";23;""
"63473";"BAR 314";"https://www.tripadvisor.com/Restaurant_Review-g60763-d15675033-Reviews-Bar314-New_York_City_New_York.html";"11/08/2018";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";16;""
"63521";"PATZERIA'S PERFECT PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d778986-Reviews-Patzeria_Perfect_Pizza-New_York_City_New_York.html";"11/08/2018";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";23;""
"63648";"BAR 314";"https://www.tripadvisor.com/Restaurant_Review-g60763-d15675033-Reviews-Bar314-New_York_City_New_York.html";"11/08/2018";"Evidence of rats or live rats present in facility's food and/or non-food areas.";16;""
"63657";"PATZERIA'S PERFECT PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d778986-Reviews-Patzeria_Perfect_Pizza-New_York_City_New_York.html";"11/08/2018";"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.";23;""
"63671";"PATZERIA'S PERFECT PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d778986-Reviews-Patzeria_Perfect_Pizza-New_York_City_New_York.html";"11/08/2018";"Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.";23;""
"63760";"PATZERIA'S PERFECT PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d778986-Reviews-Patzeria_Perfect_Pizza-New_York_City_New_York.html";"11/08/2018";"Live roaches present in facility's food and/or non-food areas.";23;""
"63779";"BAR 314";"https://www.tripadvisor.com/Restaurant_Review-g60763-d15675033-Reviews-Bar314-New_York_City_New_York.html";"11/08/2018";"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.";16;""
"63785";"PATZERIA'S PERFECT PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d778986-Reviews-Patzeria_Perfect_Pizza-New_York_City_New_York.html";"11/08/2018";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";23;""
"63792";"CASSIANO'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d11984969-Reviews-Cassiano_s_Pizza-New_York_City_New_York.html";"01/09/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";8;"A"
"63803";"CASSIANO'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d11984969-Reviews-Cassiano_s_Pizza-New_York_City_New_York.html";"01/09/2018";"Canned food product observed dented and not segregated from other consumable food items.";8;"A"
"63835";"CASSIANO'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d11984969-Reviews-Cassiano_s_Pizza-New_York_City_New_York.html";"01/09/2018";"\\Wash handsâ€ sign not posted at hand wash facility.";8;"A"
"63907";"SABA'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d10127296-Reviews-Saba_s_Pizza-New_York_City_New_York.html";"03/09/2018";"Evidence of mice or live mice present in facility's food and/or non-food areas.";19;""
"63911";"DYCKMAN PALACE PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4248073-Reviews-Pizza_Palace-New_York_City_New_York.html";"03/09/2018";"Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.";9;"A"
